cnn_urls
http://cnn.com/2018/09/11/opinions/serena-williams-cartoon-australia-barry/index.html
http://cnn.com/2018/08/20/opinions/populist-skeptics-science-opinion-intl/index.html
http://cnn.com/2018/08/15/opinions/australian-muslims-society-intl/index.html
http://cnn.com/videos/politics/2018/11/10/nobles-florida-election-recount-broward-nr-ryan-nobles-vpx.cnn/video/playlists/top-news-videos/
http://cnn.com/videos/politics/2018/11/10/bill-scherer-rick-scott-lawyer-vote-recount-bts-ebof-vpx.cnn/video/playlists/top-news-videos/
http://cnn.com/2016/10/27/opinions/sutter-wwf-sixth-extinction/index.html
http://cnn.com/2017/02/22/opinions/nursing-home-rape-essay/index.html
http://cnn.com/2015/10/19/politics/planned-parenthood-videos/index.html
http://cnn.com/2014/10/29/politics/politicians-play-lobbyists-pay/index.html
http://cnn.com/2016/09/25/politics/white-working-class-overview-kff-poll/index.html
http://cnn.com/2016/09/20/politics/2016-election-white-working-class-voters/index.html
http://cnn.com/2016/09/24/politics/white-working-class-evangelicals/index.html
http://cnn.com/2016/09/23/opinions/shell-shocked-white-working-class-opinion-coontz/index.html
http://cnn.com/2016/09/20/politics/election-2016-white-working-class-donald-trump-kaiser-family-foundation/index.html
http://cnn.com/2016/09/20/politics/white-working-class-americans-have-split-on-muslim-immigrants-trump-clinton/index.html
http://www.cnn.com/2016/09/19/politics/trump-supporters-working-class-white-kaiser-family-foundation-infographic/index.html
http://cnn.com/2018/11/11/opinions/trump-defeat-in-midterms-and-battles-abroad-opinion-wrapup-wiedenkeller/index.html
http://cnn.com/2018/11/10/opinions/trumps-insults-of-black-americans-louis/index.html
http://cnn.com/2018/11/08/opinions/ben-ghiat-world-war-one-x/index.html
http://cnn.com/2018/11/10/opinions/how-dems-can-win-big-in-2020-zelizer/index.html
http://cnn.com/2018/11/10/opinions/kristallnacht-anniversary-pittsburgh-anti-semitism-rosenbaum/index.html
http://cnn.com/2018/11/08/opinions/davis-world-war-i-women-x/index.html
http://cnn.com/2018/11/08/opinions/california-shooting-thousand-oaks-what-i-fear-granderson/index.html
http://cnn.com/2018/11/09/opinions/thousand-oaks-shooting-hit-home-for-me-roberts/index.html
http://cnn.com/2018/11/07/opinions/khashoggi-death-war-in-yemen-miliband-opinion-intl/index.html
http://cnn.com/2018/11/09/opinions/uyghur-home-visit-opinion-intl/index.html
http://cnn.com/2018/10/31/opinions/global-fallout-from-khashoggi-murder-is-bad-news-for-the-saudis-bergen/index.html
http://cnn.com/2018/11/05/opinions/chemical-weapons-threat-to-the-west-hdbg-intl/index.html
http://cnn.com/2018/10/30/opinions/the-far-right-is-trying-to-take-brussels-opinion-intl/index.html
http://cnn.com/2018/11/08/opinions/protest-at-tucker-carlsons-home-went-too-far-kohn/index.html
http://cnn.com/2018/11/09/opinions/fcc-shouldnt-loosen-rules-against-robocalls-margot-saunders/index.html
